rider_id,gps_accuracy_meters,accelerometer_variance,gyroscope_variance,wifi_ssid_count,is_spoof
9122,5.2,0.672,2.378,8,0
9123,5.7,2.382,2.262,13,0
9124,2.2,1.616,1.003,3,0
9125,8.3,1.514,1.214,6,0
9126,3.7,0.865,2.447,4,0
9127,277.0,0.061,0.051,2,1
9128,127.5,0.023,0.013,2,1
9129,18.1,2.573,0.992,14,0
9130,17.1,1.9,2.424,13,0
9131,6.5,1.238,1.273,3,0
9132,148.1,0.024,0.054,2,1
9133,5.5,2.06,0.619,4,0
9134,19.5,2.492,2.009,7,0
9135,11.9,0.508,0.596,5,0
9136,5.3,1.626,0.815,8,0
9137,171.4,0.054,0.06,2,1
9138,9.1,1.346,1.312,10,0
9139,18.2,2.316,1.8,13,0
9140,6.7,2.144,2.444,7,0
9141,9.1,0.881,0.511,7,0
9142,11.1,2.437,0.802,7,0
9143,18.1,0.781,1.744,11,0
9144,236.2,0.03,0.05,2,1
9145,12.3,2.977,2.075,5,0
9146,6.0,2.895,1.378,6,0
9147,249.6,0.033,0.043,2,1
9148,19.6,1.836,0.837,12,0
9149,12.9,2.187,0.429,14,0
9150,16.1,2.32,1.597,3,0
9151,290.9,0.047,0.014,2,1
9152,11.6,0.756,1.31,12,0
9153,102.7,0.063,0.011,2,1
9154,14.7,0.516,1.287,10,0
9155,17.3,2.772,1.479,4,0
9156,11.1,1.724,2.257,13,0
9157,10.7,1.144,1.404,5,0
9158,8.1,1.485,0.416,9,0
9159,5.2,2.627,2.08,9,0
9160,125.3,0.045,0.034,1,1
9161,7.7,0.791,1.934,12,0
9162,16.4,2.445,2.292,7,0
9163,14.9,1.946,1.001,9,0
9164,16.2,1.964,1.456,5,0
9165,18.9,2.449,1.665,10,0
9166,13.2,1.057,1.125,14,0
9167,18.2,1.828,2.177,6,0
9168,5.0,1.298,1.865,13,0
9169,13.3,0.736,1.94,9,0
9170,128.2,0.073,0.064,1,1
9171,161.3,0.017,0.055,2,1
9172,15.3,2.037,1.966,8,0
9173,16.0,0.765,2.025,3,0
9174,17.0,1.925,2.169,13,0
9175,7.6,1.971,1.426,11,0
9176,14.3,2.76,1.459,11,0
9177,7.5,2.066,0.606,6,0
9178,15.3,2.964,2.189,7,0
9179,10.3,0.577,1.52,11,0
9180,12.8,2.26,1.648,12,0
9181,9.5,0.566,0.655,13,0
9182,4.9,2.323,1.664,4,0
9183,251.9,0.063,0.019,2,1
9184,3.4,2.028,2.339,6,0
9185,13.1,1.274,2.213,4,0
9186,17.3,0.898,0.808,4,0
9187,109.9,0.048,0.058,1,1
9188,3.2,2.762,1.666,12,0
9189,10.2,0.959,2.087,14,0
9190,245.7,0.067,0.05,1,1
9191,4.8,0.85,2.486,12,0
9192,6.9,2.339,1.137,12,0
9193,6.2,2.899,0.662,10,0
9194,9.2,0.868,1.604,10,0
9195,6.0,1.588,2.004,7,0
9196,8.3,1.344,1.0,6,0
9197,15.1,1.471,0.896,12,0
9198,13.0,2.383,2.085,5,0
9199,3.5,2.153,1.983,4,0
9200,13.5,2.922,0.827,12,0
9201,10.6,0.964,2.225,7,0
9202,101.0,0.032,0.022,1,1
9203,7.2,1.623,0.629,7,0
9204,15.1,2.797,1.137,9,0
9205,15.2,0.527,2.262,7,0
9206,6.0,2.973,1.86,12,0
9207,18.3,1.699,1.229,11,0
9208,10.8,2.064,0.73,10,0
9209,14.2,1.4,1.898,10,0
9210,4.6,2.631,1.658,3,0
9211,6.6,1.905,2.474,7,0
9212,12.5,2.157,2.008,11,0
9213,7.7,2.122,0.614,13,0
9214,11.0,1.41,1.929,10,0
9215,8.7,0.69,0.941,3,0
9216,13.5,2.519,2.42,11,0
9217,10.8,1.224,0.44,12,0
9218,2.1,2.622,0.901,3,0
9219,13.7,2.022,1.448,7,0
9220,227.5,0.044,0.063,1,1
9221,8.2,1.986,1.123,3,0
9222,3.7,2.114,1.444,10,0
9223,249.8,0.068,0.068,1,1
9224,6.0,2.556,1.367,4,0
9225,18.8,0.899,2.246,8,0
9226,9.8,2.86,1.461,4,0
9227,2.8,1.527,2.376,4,0
9228,4.5,2.651,0.71,3,0
9229,3.4,1.051,0.989,8,0
9230,12.6,0.573,1.779,7,0
9231,5.4,1.933,0.995,6,0
9232,11.0,1.312,1.129,14,0
9233,8.7,2.961,2.292,6,0
9234,16.5,0.761,1.531,11,0
9235,7.8,0.618,1.103,13,0
9236,10.2,0.613,2.031,4,0
9237,15.0,1.042,0.548,12,0
9238,9.8,1.948,1.584,9,0
9239,16.3,1.764,0.609,7,0
9240,13.9,1.375,0.771,12,0
9241,9.4,0.722,0.531,11,0
9242,11.1,1.084,2.294,6,0
9243,19.4,0.96,0.501,8,0
9244,13.9,2.364,1.484,4,0
9245,18.3,2.45,0.872,3,0
9246,5.2,2.443,1.206,14,0
9247,10.7,2.923,1.437,3,0
9248,263.4,0.068,0.026,1,1
9249,7.8,1.745,1.971,13,0
9250,177.6,0.036,0.055,1,1
9251,132.2,0.068,0.036,2,1
9252,18.2,2.028,0.452,14,0
9253,10.0,1.236,2.277,5,0
9254,3.3,1.911,2.455,14,0
9255,243.1,0.058,0.014,1,1
9256,6.5,2.624,1.357,9,0
9257,130.2,0.039,0.07,2,1
9258,4.4,2.882,1.399,13,0
9259,13.9,2.954,1.037,8,0
9260,19.6,1.078,2.488,3,0
9261,4.0,2.739,0.788,8,0
9262,10.3,2.708,1.195,10,0
9263,5.3,0.599,1.695,7,0
9264,87.0,0.078,0.067,1,1
9265,4.1,1.263,1.396,14,0
9266,6.3,2.187,2.444,3,0
9267,5.5,2.784,1.467,14,0
9268,11.9,1.747,2.312,6,0
9269,17.7,1.536,0.49,14,0
9270,11.2,2.804,0.652,11,0
9271,3.0,2.935,2.383,12,0
9272,12.1,0.656,0.67,7,0
9273,16.4,2.807,1.947,12,0
9274,4.4,0.707,1.337,14,0
9275,3.3,1.343,1.254,12,0
9276,5.4,2.406,1.784,5,0
9277,15.4,2.443,1.928,5,0
9278,12.7,2.315,2.357,11,0
9279,11.7,0.598,0.939,3,0
9280,6.5,0.832,1.866,13,0
9281,258.7,0.012,0.032,2,1
9282,152.8,0.037,0.047,1,1
9283,6.3,0.696,0.698,12,0
9284,18.2,2.589,1.361,10,0
9285,192.7,0.031,0.046,2,1
9286,4.2,1.379,1.107,3,0
9287,10.4,0.914,1.903,9,0
9288,19.1,2.71,0.89,12,0
9289,9.5,2.971,1.838,3,0
9290,279.6,0.076,0.022,2,1
9291,6.6,1.885,0.593,7,0
9292,12.3,1.153,1.212,4,0
9293,17.2,2.581,2.225,5,0
9294,18.6,1.365,2.478,13,0
9295,83.9,0.017,0.02,2,1
9296,13.5,1.849,0.515,4,0
9297,2.1,1.854,0.673,6,0
9298,6.6,2.645,2.055,9,0
9299,189.3,0.054,0.069,2,1
9300,3.7,2.614,0.999,13,0
9301,7.0,1.409,1.222,5,0
9302,7.8,0.937,2.103,12,0
9303,19.4,1.639,1.268,12,0
9304,14.0,1.746,1.987,11,0
9305,9.7,1.696,1.02,10,0
9306,19.8,2.521,1.922,8,0
9307,4.8,1.912,1.379,14,0
9308,10.6,2.721,1.545,10,0
9309,13.6,1.785,1.657,13,0
9310,3.0,1.062,1.346,12,0
9311,14.9,0.824,1.379,10,0
9312,3.8,2.671,0.958,5,0
9313,4.5,0.64,2.47,9,0
9314,4.9,0.794,2.302,10,0
9315,18.7,0.659,1.508,14,0
9316,189.7,0.06,0.071,1,1
9317,13.8,1.832,0.754,8,0
9318,265.5,0.023,0.061,1,1
9319,7.3,1.789,2.355,6,0
9320,13.2,1.484,0.739,12,0
9321,9.4,2.434,1.942,12,0
9322,4.6,2.575,1.708,11,0
9323,14.4,2.212,1.037,5,0
9324,4.3,1.684,1.316,9,0
9325,135.3,0.02,0.015,1,1
9326,16.7,2.618,0.613,10,0
9327,150.3,0.013,0.074,1,1
9328,179.8,0.021,0.079,2,1
9329,9.5,2.79,2.295,4,0
9330,9.1,2.939,1.605,4,0
9331,14.4,2.745,1.499,6,0
9332,91.8,0.067,0.064,1,1
9333,11.2,2.672,2.476,14,0
9334,19.4,2.261,0.762,6,0
9335,19.2,1.235,0.68,13,0
9336,167.7,0.076,0.035,1,1
9337,16.8,2.692,2.298,6,0
9338,11.8,1.102,1.264,13,0
9339,11.2,1.723,2.066,7,0
9340,159.0,0.073,0.038,1,1
9341,12.3,2.883,1.437,8,0
9342,18.2,1.932,0.668,12,0
9343,16.0,1.113,1.267,9,0
9344,99.3,0.036,0.071,2,1
9345,4.9,2.952,1.554,11,0
9346,258.3,0.061,0.03,1,1
9347,6.2,1.552,2.371,13,0
9348,7.7,1.75,0.996,12,0
9349,12.4,0.746,1.961,4,0
9350,157.8,0.068,0.02,1,1
9351,12.1,1.982,0.662,12,0
9352,126.5,0.067,0.068,1,1
9353,7.2,1.398,1.685,6,0
9354,3.7,1.915,0.972,6,0
9355,18.1,0.682,0.447,5,0
9356,2.2,2.86,0.939,14,0
9357,2.0,1.234,1.628,11,0
9358,16.9,0.679,0.813,6,0
9359,19.9,0.924,1.003,4,0
9360,82.6,0.014,0.024,1,1
9361,2.3,0.947,1.236,3,0
9362,6.1,1.542,0.537,14,0
9363,19.5,2.345,1.238,3,0
9364,16.6,1.181,2.5,10,0
9365,12.2,1.59,0.948,3,0
9366,6.3,2.822,0.957,7,0
9367,2.3,1.24,0.757,10,0
9368,2.4,2.487,0.97,9,0
9369,13.0,0.895,1.607,9,0
9370,2.4,0.946,2.426,10,0
9371,19.9,1.64,1.676,13,0
9372,5.3,1.085,1.261,5,0
9373,14.8,2.758,1.218,7,0
9374,4.8,0.627,0.451,4,0
9375,11.7,1.993,0.405,7,0
9376,3.5,2.011,2.074,7,0
9377,15.8,0.665,1.429,4,0
9378,12.5,2.331,0.47,12,0
9379,3.6,1.672,1.001,14,0
9380,17.3,2.308,1.149,8,0
9381,11.8,2.567,2.045,3,0
9382,18.6,1.307,1.312,10,0
9383,72.4,0.025,0.074,1,1
9384,18.6,1.152,1.731,3,0
9385,3.4,1.004,0.47,5,0
9386,290.1,0.076,0.052,1,1
9387,19.8,2.909,0.781,4,0
9388,10.8,1.602,0.979,9,0
9389,6.3,0.533,2.1,9,0
9390,15.9,0.522,0.799,13,0
9391,6.8,1.221,1.242,7,0
9392,298.8,0.062,0.049,1,1
9393,17.1,1.436,1.738,9,0
9394,16.1,0.657,1.034,12,0
9395,6.9,0.598,1.753,13,0
9396,9.2,2.173,2.107,14,0
9397,9.4,2.767,1.248,12,0
9398,274.5,0.068,0.064,2,1
9399,164.7,0.046,0.011,1,1
9400,10.1,0.573,2.426,5,0
9401,252.0,0.038,0.06,2,1
9402,11.6,0.657,0.602,12,0
9403,16.8,2.596,1.871,6,0
9404,11.3,2.706,0.964,9,0
9405,6.2,2.465,1.806,11,0
9406,13.9,2.552,1.139,5,0
9407,16.4,1.904,1.909,13,0
9408,7.7,1.162,1.171,5,0
9409,13.6,2.108,2.377,13,0
9410,4.6,1.599,0.687,9,0
9411,258.6,0.056,0.052,2,1
9412,18.4,1.692,2.041,9,0
9413,18.4,2.128,1.243,4,0
9414,12.4,0.535,1.378,12,0
9415,14.6,2.053,2.361,3,0
9416,17.4,2.131,1.639,12,0
9417,19.3,0.895,1.786,11,0
9418,10.8,1.578,0.441,3,0
9419,12.1,2.911,1.808,10,0
9420,9.5,2.71,1.216,12,0
9421,3.3,1.527,1.366,9,0
9422,9.6,1.375,2.097,12,0
9423,16.2,0.81,1.5,11,0
9424,16.5,0.588,2.472,14,0
9425,18.1,1.244,2.073,7,0
9426,2.9,2.851,1.93,5,0
9427,125.0,0.043,0.047,2,1
9428,3.9,2.531,1.266,4,0
9429,5.6,1.377,0.511,8,0
9430,18.2,0.859,0.439,10,0
9431,10.9,1.989,0.498,11,0
9432,15.7,2.116,2.414,10,0
9433,196.5,0.036,0.025,2,1
9434,289.2,0.034,0.068,2,1
9435,14.1,2.367,1.648,12,0
9436,4.4,2.458,1.601,6,0
9437,7.9,1.756,1.616,7,0
9438,3.2,2.479,1.035,12,0
9439,13.7,0.564,2.262,8,0
9440,19.5,2.201,2.33,6,0
9441,16.9,1.089,1.754,7,0
9442,19.5,1.176,2.214,10,0
9443,17.2,0.728,0.526,12,0
9444,17.4,0.981,0.611,5,0
9445,12.4,2.98,1.574,3,0
9446,11.3,1.538,2.178,11,0
9447,120.0,0.021,0.028,2,1
9448,16.7,0.907,1.551,4,0
9449,5.3,1.01,0.421,5,0
9450,3.0,1.895,2.472,10,0
9451,19.1,1.374,2.011,5,0
9452,2.1,2.11,1.159,5,0
9453,19.6,1.555,2.464,8,0
9454,215.7,0.047,0.044,2,1
9455,7.9,1.579,1.375,9,0
9456,14.6,1.931,0.524,12,0
9457,16.7,1.303,1.103,6,0
9458,215.6,0.046,0.021,1,1
9459,15.9,2.137,1.065,12,0
9460,163.2,0.051,0.078,2,1
9461,172.6,0.018,0.024,2,1
9462,2.8,2.035,1.082,5,0
9463,164.1,0.074,0.066,2,1
9464,180.3,0.062,0.028,2,1
9465,3.2,2.498,2.466,4,0
9466,15.1,1.857,1.547,3,0
9467,8.8,1.814,1.98,13,0
9468,17.9,2.904,1.203,5,0
9469,6.5,2.015,0.759,3,0
9470,10.2,2.576,1.303,10,0
9471,13.5,1.786,1.279,7,0
9472,17.8,1.125,1.283,14,0
9473,11.4,2.236,1.86,8,0
9474,87.2,0.019,0.028,2,1
9475,17.6,2.603,2.404,12,0
9476,7.6,0.996,2.464,9,0
9477,3.4,1.292,1.499,9,0
9478,10.0,1.792,1.573,6,0
9479,248.7,0.016,0.04,1,1
9480,2.6,0.985,1.147,10,0
9481,12.5,1.075,2.469,8,0
9482,215.3,0.055,0.069,1,1
9483,293.5,0.034,0.058,1,1
9484,7.2,2.598,0.718,11,0
9485,7.0,2.832,1.925,12,0
9486,9.9,1.271,0.808,4,0
9487,8.4,2.649,2.258,13,0
9488,15.3,2.165,1.186,10,0
9489,13.6,2.894,2.326,10,0
9490,111.4,0.032,0.071,1,1
9491,16.8,1.174,2.019,4,0
9492,18.6,2.261,1.709,11,0
9493,86.5,0.069,0.013,2,1
9494,19.7,2.561,2.359,12,0
9495,135.6,0.034,0.077,1,1
9496,177.4,0.054,0.015,1,1
9497,11.6,2.294,1.384,6,0
9498,16.7,2.503,0.542,7,0
9499,10.6,2.383,1.784,5,0
9500,16.1,2.192,0.663,14,0
9501,18.7,0.618,1.768,12,0
9502,15.2,2.149,1.81,10,0
9503,101.3,0.048,0.06,1,1
9504,3.2,2.904,2.392,14,0
9505,5.7,2.018,2.036,12,0
9506,19.5,2.021,1.443,10,0
9507,14.5,2.985,2.329,9,0
9508,165.2,0.028,0.025,2,1
9509,8.6,1.191,1.854,4,0
9510,2.8,2.14,0.721,12,0
9511,8.6,1.288,1.444,14,0
9512,11.0,1.365,2.215,8,0
9513,5.8,2.732,1.679,6,0
9514,5.1,1.948,1.546,13,0
9515,11.2,0.757,2.406,11,0
9516,210.7,0.033,0.069,2,1
9517,64.0,0.076,0.07,1,1
9518,12.6,1.89,2.275,9,0
9519,239.5,0.033,0.049,1,1
9520,10.5,2.643,1.098,3,0
9521,17.4,1.943,2.34,8,0
9522,18.7,0.648,1.851,11,0
9523,3.7,1.252,1.761,9,0
9524,3.7,2.041,1.78,14,0
9525,10.6,1.339,1.067,14,0
9526,12.6,1.783,1.514,11,0
9527,9.7,2.773,1.723,14,0
9528,7.9,1.375,1.042,13,0
9529,13.5,1.34,2.07,5,0
9530,284.9,0.065,0.038,1,1
9531,19.4,1.297,0.55,8,0
9532,6.2,0.695,0.823,8,0
9533,18.5,0.952,1.258,7,0
9534,4.0,2.872,2.307,4,0
9535,6.3,2.833,1.273,13,0
9536,6.2,1.062,0.589,12,0
9537,117.1,0.07,0.066,2,1
9538,2.1,0.843,1.543,8,0
9539,244.1,0.015,0.071,1,1
9540,17.7,0.963,0.534,12,0
9541,14.1,0.624,1.901,10,0
9542,154.5,0.056,0.062,2,1
9543,19.2,1.314,2.186,10,0
9544,18.1,0.771,2.172,13,0
9545,9.8,2.585,1.196,8,0
9546,216.1,0.062,0.073,2,1
9547,19.4,2.209,1.625,13,0
9548,19.7,2.778,0.449,5,0
9549,10.1,1.723,1.243,7,0
9550,235.8,0.04,0.054,2,1
9551,7.4,0.653,0.575,5,0
9552,8.7,1.296,0.518,3,0
9553,5.0,0.717,2.418,14,0
9554,5.8,1.839,2.173,3,0
9555,13.8,0.536,1.322,9,0
9556,11.2,1.609,0.921,8,0
9557,6.2,0.946,0.552,7,0
9558,9.3,1.421,1.306,10,0
9559,123.7,0.05,0.057,1,1
9560,19.8,1.377,2.074,13,0
9561,246.8,0.021,0.05,1,1
9562,9.0,2.977,1.278,9,0
9563,76.3,0.032,0.044,2,1
9564,8.2,1.785,0.654,4,0
9565,14.0,1.948,1.241,6,0
9566,296.7,0.06,0.056,2,1
9567,134.3,0.052,0.049,2,1
9568,14.2,0.701,2.162,12,0
9569,7.3,2.123,1.864,11,0
9570,6.8,1.411,1.264,14,0
9571,12.3,0.639,1.175,3,0
9572,19.6,1.244,2.138,9,0
9573,10.2,0.826,0.591,6,0
9574,106.0,0.02,0.061,1,1
9575,18.5,1.007,2.304,9,0
9576,6.6,0.859,2.116,13,0
9577,9.2,2.065,2.027,12,0
9578,13.6,1.805,1.71,5,0
9579,11.3,1.94,1.014,4,0
9580,3.7,1.59,2.363,5,0
9581,19.9,1.668,1.433,7,0
9582,84.7,0.079,0.075,1,1
9583,9.9,1.05,1.168,13,0
9584,13.1,1.491,0.435,11,0
9585,3.6,2.895,0.936,6,0
9586,253.0,0.076,0.036,2,1
9587,18.8,1.234,0.685,6,0
9588,18.1,0.979,0.467,11,0
9589,8.1,0.551,0.876,7,0
9590,196.5,0.026,0.039,2,1
9591,14.6,0.616,0.495,3,0
9592,8.1,0.887,0.688,7,0
9593,287.9,0.071,0.011,2,1
9594,11.1,0.552,1.274,13,0
9595,12.8,2.382,1.626,13,0
9596,2.1,2.489,1.077,8,0
9597,3.7,1.529,0.697,13,0
9598,5.7,2.962,2.375,14,0
9599,8.3,2.197,1.481,9,0
9600,11.7,2.359,1.958,11,0
9601,7.3,0.981,1.858,6,0
9602,211.9,0.029,0.047,1,1
9603,17.6,2.863,1.576,11,0
9604,4.6,1.091,1.665,5,0
9605,10.9,2.216,1.139,3,0
9606,19.2,2.367,1.809,10,0
9607,13.3,1.263,2.06,11,0
9608,14.9,1.688,1.165,13,0
9609,135.1,0.049,0.019,2,1
9610,2.4,0.933,1.134,13,0
9611,259.1,0.065,0.06,2,1
9612,120.3,0.034,0.065,2,1
9613,4.0,2.063,1.168,6,0
9614,10.3,2.79,0.836,14,0
9615,122.7,0.049,0.061,2,1
9616,57.1,0.042,0.048,2,1
9617,10.3,0.649,1.489,9,0
9618,10.3,2.712,0.42,10,0
9619,16.6,1.697,0.618,8,0
9620,113.0,0.063,0.047,1,1
9621,15.7,0.537,1.218,11,0
9622,8.6,1.72,0.496,8,0
9623,115.4,0.044,0.055,2,1
9624,8.3,0.576,1.036,6,0
9625,14.2,2.439,1.211,7,0
9626,14.6,1.782,2.446,10,0
9627,124.4,0.05,0.049,2,1
9628,10.2,2.514,1.915,3,0
9629,13.4,1.617,2.393,3,0
9630,11.7,0.509,0.534,4,0
9631,4.7,2.861,2.219,10,0
9632,10.3,1.139,1.274,5,0
9633,11.8,2.576,2.244,8,0
9634,19.1,2.541,1.047,9,0
9635,142.2,0.069,0.063,1,1
9636,194.2,0.059,0.073,2,1
9637,11.8,0.6,1.717,7,0
9638,6.4,1.386,2.092,4,0
9639,5.4,2.327,1.317,9,0
9640,104.1,0.047,0.048,1,1
9641,10.2,0.793,0.952,14,0
9642,2.4,1.768,1.094,5,0
9643,10.0,1.842,1.696,11,0
9644,19.8,2.19,2.161,3,0
9645,14.1,2.398,1.449,4,0
9646,15.7,2.24,1.247,11,0
9647,4.1,2.614,2.067,9,0
9648,10.5,1.057,1.008,5,0
9649,7.2,1.924,1.847,13,0
9650,18.1,1.4,0.622,10,0
9651,5.3,2.905,0.638,7,0
9652,10.3,1.601,1.753,4,0
9653,12.6,2.899,0.574,12,0
9654,11.3,2.423,0.726,3,0
9655,16.9,2.296,1.711,8,0
9656,6.2,1.729,1.32,6,0
9657,8.8,1.608,1.579,4,0
9658,16.3,1.816,2.452,3,0
9659,209.2,0.042,0.018,1,1
9660,9.2,2.761,1.641,6,0
9661,2.5,2.486,1.198,3,0
9662,15.6,2.503,1.725,12,0
9663,19.5,1.583,0.427,3,0
9664,13.2,0.678,1.57,9,0
9665,17.4,2.208,0.545,7,0
9666,11.3,1.436,0.862,3,0
9667,6.2,2.676,1.583,13,0
9668,2.3,2.451,1.803,11,0
9669,83.3,0.019,0.019,2,1
9670,282.7,0.014,0.036,2,1
9671,16.1,2.231,1.446,3,0
9672,14.5,1.92,1.994,4,0
9673,19.8,1.785,0.437,12,0
9674,11.2,1.07,1.339,8,0
9675,9.7,1.09,0.43,5,0
9676,7.2,2.42,1.07,12,0
9677,10.6,0.547,1.492,10,0
9678,17.7,2.447,0.568,3,0
9679,2.8,1.817,1.419,3,0
9680,19.6,2.841,2.342,10,0
9681,56.5,0.077,0.045,2,1
9682,12.8,2.159,2.043,3,0
9683,8.0,1.531,1.619,13,0
9684,6.0,1.688,2.282,6,0
9685,7.0,1.011,0.708,13,0
9686,2.9,0.748,1.345,8,0
9687,10.6,1.947,1.654,3,0
9688,3.0,2.514,2.234,6,0
9689,14.9,1.154,1.047,7,0
9690,8.7,1.549,0.402,3,0
9691,5.6,1.887,2.446,4,0
9692,11.8,2.77,0.455,4,0
9693,19.5,0.847,0.72,8,0
9694,14.5,1.092,1.286,4,0
9695,10.9,2.796,1.442,8,0
9696,277.0,0.023,0.026,1,1
9697,15.3,2.14,1.34,4,0
9698,18.1,2.099,1.55,9,0
9699,5.7,1.458,0.82,13,0
9700,186.8,0.029,0.042,2,1
9701,227.5,0.053,0.02,2,1
9702,18.9,0.912,0.607,6,0
9703,7.1,1.079,2.388,7,0
9704,18.7,1.781,0.572,6,0
9705,19.3,1.524,1.824,12,0
9706,4.6,1.936,2.307,11,0
9707,19.5,2.802,0.776,3,0
9708,3.5,2.793,0.898,12,0
9709,5.9,1.075,1.296,8,0
9710,124.6,0.068,0.027,2,1
9711,19.9,0.905,1.994,7,0
9712,10.8,2.819,1.11,10,0
9713,11.9,1.495,2.47,4,0
9714,93.4,0.068,0.061,1,1
9715,286.8,0.068,0.079,2,1
9716,16.1,1.782,0.534,7,0
9717,6.0,0.799,0.77,10,0
9718,160.3,0.078,0.023,1,1
9719,3.8,2.076,1.811,9,0
9720,13.6,2.298,0.425,10,0
9721,5.3,2.113,2.093,3,0
9722,6.6,0.798,1.549,7,0
9723,18.0,1.261,1.589,8,0
9724,170.1,0.014,0.034,1,1
9725,12.2,2.7,1.524,7,0
9726,9.2,0.618,0.816,11,0
9727,3.3,0.606,0.995,6,0
9728,8.5,2.109,1.424,4,0
9729,9.3,1.87,1.823,11,0
9730,18.1,0.888,0.971,4,0
9731,7.8,1.871,2.093,4,0
9732,8.8,2.936,2.102,14,0
9733,16.1,2.077,0.975,8,0
9734,15.7,1.623,1.576,11,0
9735,296.4,0.038,0.035,2,1
9736,19.2,1.032,0.8,12,0
9737,16.3,1.536,2.093,4,0
9738,9.3,1.819,2.482,14,0
9739,16.8,1.761,1.588,8,0
9740,11.2,2.802,2.319,3,0
9741,7.0,1.232,1.749,12,0
9742,7.5,0.641,1.588,12,0
9743,6.0,2.791,1.408,5,0
9744,4.6,1.043,0.895,5,0
9745,5.3,1.448,0.577,12,0
9746,3.1,1.827,1.329,8,0
9747,18.0,2.94,1.579,6,0
9748,18.8,1.838,1.47,13,0
9749,12.6,1.619,1.861,13,0
9750,17.1,1.959,0.803,10,0
9751,5.3,2.927,1.144,9,0
9752,18.2,2.545,1.273,11,0
9753,11.1,0.922,0.792,7,0
9754,134.0,0.074,0.026,1,1
9755,75.0,0.043,0.024,2,1
9756,7.6,2.227,0.593,7,0
9757,2.8,2.143,1.897,11,0
9758,7.6,1.602,1.55,4,0
9759,3.1,2.104,1.5,9,0
9760,6.2,2.344,2.479,12,0
9761,6.8,0.807,1.698,5,0
9762,19.9,1.143,2.283,10,0
9763,196.7,0.071,0.019,1,1
9764,6.3,2.603,0.613,13,0
9765,188.7,0.011,0.074,2,1
9766,17.5,1.627,1.314,12,0
9767,9.0,2.565,2.015,11,0
9768,17.8,2.292,2.131,7,0
9769,8.1,2.784,2.054,12,0
9770,5.5,0.692,1.339,13,0
9771,7.9,1.773,1.975,13,0
9772,13.0,2.267,1.909,14,0
9773,8.6,1.019,1.059,11,0
9774,243.3,0.045,0.055,2,1
9775,6.3,1.547,1.705,10,0
9776,288.8,0.075,0.03,2,1
9777,8.3,1.734,1.593,6,0
9778,10.2,1.732,0.848,14,0
9779,12.0,1.577,0.981,11,0
9780,14.4,1.071,1.888,9,0
9781,126.9,0.028,0.028,1,1
9782,17.0,1.295,2.384,13,0
9783,15.0,1.919,1.491,10,0
9784,6.2,0.872,2.262,5,0
9785,19.5,1.586,0.462,9,0
9786,14.0,2.76,2.208,10,0
9787,10.1,2.989,1.4,5,0
9788,4.8,1.404,2.041,11,0
9789,11.6,0.885,0.412,12,0
9790,230.4,0.075,0.051,1,1
9791,9.7,1.318,1.649,12,0
9792,9.4,2.111,0.904,9,0
9793,15.0,1.74,1.13,10,0
9794,5.5,2.421,0.821,10,0
9795,16.8,2.253,1.291,7,0
9796,7.9,1.128,1.093,9,0
9797,10.0,2.461,1.522,10,0
9798,15.9,2.619,2.111,13,0
9799,13.3,1.996,2.463,4,0
9800,7.5,2.819,0.928,12,0
9801,9.0,2.457,0.624,6,0
9802,7.5,1.988,1.231,8,0
9803,158.6,0.011,0.059,1,1
9804,8.0,2.001,2.152,4,0
9805,245.9,0.016,0.028,2,1
9806,12.4,1.391,1.702,4,0
9807,4.6,2.707,0.716,12,0
9808,7.6,0.807,1.974,4,0
9809,6.0,1.684,2.445,3,0
9810,9.0,1.844,1.413,11,0
9811,11.3,1.887,2.421,8,0
9812,91.1,0.043,0.034,1,1
9813,15.6,1.764,0.475,12,0
9814,5.4,1.142,2.416,6,0
9815,19.0,2.642,1.871,6,0
9816,8.2,2.144,0.796,14,0
9817,7.4,2.645,1.164,9,0
9818,14.3,1.19,1.466,9,0
9819,16.5,2.093,1.876,6,0
9820,8.8,2.285,2.168,7,0
9821,175.2,0.017,0.03,1,1
9822,17.9,2.531,1.779,14,0
9823,15.8,0.506,1.401,14,0
9824,69.3,0.026,0.016,2,1
9825,16.9,2.034,1.468,8,0
9826,15.9,1.835,1.346,4,0
9827,14.0,2.075,0.832,4,0
9828,15.7,0.918,1.392,5,0
9829,19.6,2.212,0.798,13,0
9830,9.8,1.339,0.494,9,0
9831,3.2,1.63,1.185,4,0
9832,10.3,1.333,0.452,3,0
9833,2.8,1.685,1.581,6,0
9834,190.3,0.031,0.037,2,1
9835,12.6,2.596,1.319,9,0
9836,7.6,1.709,2.458,7,0
9837,14.3,1.308,0.421,9,0
9838,92.2,0.044,0.047,2,1
9839,9.6,2.222,1.814,14,0
9840,18.2,1.367,0.734,9,0
9841,290.0,0.037,0.056,2,1
9842,17.1,1.907,0.942,3,0
9843,188.6,0.075,0.039,2,1
9844,7.8,1.023,2.279,10,0
9845,7.4,0.851,0.827,8,0
9846,182.3,0.072,0.079,1,1
9847,16.6,0.621,0.756,12,0
9848,17.0,1.959,0.996,6,0
9849,7.9,0.94,1.016,14,0
9850,293.1,0.062,0.054,2,1
9851,4.5,1.173,1.746,12,0
9852,10.4,2.076,1.959,11,0
9853,20.0,2.626,1.472,13,0
9854,4.9,2.083,1.682,8,0
9855,19.1,1.856,2.108,13,0
