disruption_event_id,total_enrolled_riders,claims_filed,claim_rate,is_api_verified,hour_of_day,is_anomaly
1697,136,60,0.441,False,0,0
1698,198,53,0.268,False,19,0
1699,298,258,0.866,False,7,1
1700,370,121,0.327,False,19,0
1701,454,404,0.89,False,11,1
1702,332,137,0.413,False,0,0
1703,411,109,0.265,False,9,0
1704,428,108,0.252,False,3,0
1705,247,75,0.304,False,14,0
1706,93,36,0.387,False,18,0
1707,405,109,0.269,True,5,0
1708,77,19,0.247,False,4,0
1709,478,97,0.203,True,4,0
1710,66,22,0.333,True,17,0
1711,176,57,0.324,True,2,0
1712,428,115,0.269,False,21,0
1713,217,46,0.212,True,1,0
1714,293,96,0.328,True,3,0
1715,436,190,0.436,True,17,0
1716,125,113,0.904,False,8,1
1717,280,128,0.457,False,18,0
1718,253,51,0.202,False,9,0
1719,499,435,0.872,False,21,1
1720,297,89,0.3,False,14,0
1721,351,174,0.496,False,0,0
1722,263,72,0.274,False,10,0
1723,264,90,0.341,False,13,0
1724,207,63,0.304,False,9,0
1725,118,36,0.305,True,18,0
1726,442,200,0.452,False,23,0
1727,134,56,0.418,False,20,0
1728,316,244,0.772,False,15,1
1729,118,45,0.381,False,7,0
1730,148,50,0.338,True,1,0
1731,396,89,0.225,False,22,0
1732,499,248,0.497,False,6,0
1733,265,96,0.362,True,18,0
1734,464,190,0.409,True,6,0
1735,210,67,0.319,False,14,0
1736,472,171,0.362,False,7,0
1737,143,69,0.483,False,13,0
1738,223,55,0.247,False,0,0
1739,214,61,0.285,False,12,0
1740,164,40,0.244,True,2,0
1741,269,117,0.435,True,20,0
1742,493,107,0.217,True,5,0
1743,80,17,0.212,True,18,0
1744,60,17,0.283,True,14,0
1745,392,138,0.352,False,3,0
1746,426,137,0.322,False,20,0
1747,179,38,0.212,True,2,0
1748,154,75,0.487,True,3,0
1749,76,36,0.474,True,4,0
1750,276,78,0.283,False,17,0
1751,51,21,0.412,True,9,0
1752,408,152,0.373,True,7,0
1753,150,40,0.267,False,11,0
1754,70,19,0.271,False,21,0
1755,107,94,0.879,False,2,1
1756,438,142,0.324,False,17,0
1757,229,216,0.943,False,22,1
1758,478,211,0.441,False,7,0
1759,390,134,0.344,False,0,0
1760,398,157,0.394,True,13,0
1761,69,17,0.246,False,21,0
1762,304,109,0.359,True,22,0
1763,366,108,0.295,True,12,0
1764,87,31,0.356,True,11,0
1765,197,85,0.431,False,2,0
1766,74,31,0.419,True,17,0
1767,435,133,0.306,True,20,0
1768,170,69,0.406,True,12,0
1769,465,224,0.482,True,14,0
1770,75,29,0.387,False,9,0
1771,218,53,0.243,True,0,0
1772,372,150,0.403,True,5,0
1773,274,63,0.23,False,8,0
1774,50,46,0.92,False,9,1
1775,356,126,0.354,False,14,0
1776,310,97,0.313,False,8,0
1777,62,13,0.21,True,22,0
1778,452,142,0.314,False,13,0
1779,445,209,0.47,False,10,0
1780,97,20,0.206,True,6,0
1781,458,156,0.341,False,23,0
1782,362,173,0.478,True,1,0
1783,420,133,0.317,False,13,0
1784,340,111,0.326,False,5,0
1785,381,142,0.373,False,4,0
1786,143,48,0.336,False,4,0
1787,310,77,0.248,False,18,0
1788,327,67,0.205,True,18,0
1789,408,156,0.382,False,5,0
1790,254,120,0.472,True,9,0
1791,234,54,0.231,True,22,0
1792,224,58,0.259,False,13,0
1793,487,151,0.31,True,16,0
1794,436,192,0.44,True,2,0
1795,429,120,0.28,False,0,0
1796,358,166,0.464,False,9,0
1797,464,100,0.216,True,2,0
1798,118,56,0.475,True,4,0
1799,153,56,0.366,True,18,0
1800,295,117,0.397,False,9,0
1801,210,194,0.924,False,15,1
1802,249,108,0.434,False,0,0
1803,265,66,0.249,True,5,0
1804,483,103,0.213,True,8,0
1805,261,83,0.318,False,4,0
1806,65,29,0.446,True,13,0
1807,421,179,0.425,False,9,0
1808,381,135,0.354,True,1,0
1809,254,94,0.37,False,4,0
1810,414,98,0.237,False,0,0
1811,88,39,0.443,True,9,0
1812,138,60,0.435,True,21,0
1813,479,190,0.397,True,8,0
1814,305,103,0.338,False,2,0
1815,303,148,0.488,False,14,0
1816,265,214,0.808,False,3,1
1817,417,164,0.393,False,12,0
1818,352,109,0.31,True,5,0
1819,221,85,0.385,True,19,0
1820,186,69,0.371,True,16,0
1821,433,137,0.316,True,22,0
1822,227,66,0.291,True,4,0
1823,126,40,0.317,False,14,0
1824,237,88,0.371,False,7,0
1825,64,21,0.328,False,4,0
1826,341,95,0.279,True,23,0
1827,368,157,0.427,False,12,0
1828,374,336,0.898,False,0,1
1829,263,57,0.217,False,0,0
1830,257,79,0.307,True,6,0
1831,218,200,0.917,False,21,1
1832,379,161,0.425,True,4,0
1833,329,97,0.295,True,13,0
1834,354,170,0.48,False,14,0
1835,195,43,0.221,True,20,0
1836,312,152,0.487,True,16,0
1837,53,14,0.264,False,23,0
1838,139,28,0.201,False,17,0
1839,109,35,0.321,False,6,0
1840,360,110,0.306,False,21,0
1841,65,23,0.354,True,17,0
1842,276,121,0.438,True,18,0
1843,78,35,0.449,True,19,0
1844,200,64,0.32,False,6,0
1845,294,96,0.327,False,7,0
1846,319,77,0.241,True,12,0
1847,128,27,0.211,False,17,0
1848,482,189,0.392,True,23,0
1849,338,74,0.219,False,10,0
1850,202,84,0.416,True,8,0
1851,326,117,0.359,True,22,0
1852,450,116,0.258,False,0,0
1853,328,118,0.36,False,21,0
1854,106,27,0.255,False,7,0
1855,235,77,0.328,True,20,0
1856,447,196,0.438,True,11,0
1857,142,48,0.338,True,1,0
1858,325,79,0.243,False,14,0
1859,207,86,0.415,False,20,0
1860,324,82,0.253,False,23,0
1861,230,96,0.417,True,17,0
1862,408,140,0.343,False,16,0
1863,489,164,0.335,False,14,0
1864,126,57,0.452,False,19,0
1865,200,177,0.885,False,19,1
1866,495,103,0.208,False,8,0
1867,287,82,0.286,False,2,0
1868,338,155,0.459,False,19,0
1869,280,57,0.204,False,18,0
1870,67,24,0.358,True,17,0
1871,122,51,0.418,False,19,0
1872,466,180,0.386,False,7,0
1873,465,199,0.428,True,0,0
1874,238,99,0.416,True,23,0
1875,487,198,0.407,True,23,0
1876,66,29,0.439,False,14,0
1877,68,26,0.382,True,18,0
1878,268,85,0.317,False,9,0
1879,375,128,0.341,True,11,0
1880,169,70,0.414,False,5,0
1881,150,69,0.46,True,12,0
1882,83,23,0.277,True,3,0
1883,133,40,0.301,False,12,0
1884,458,219,0.478,False,16,0
1885,245,91,0.371,True,0,0
1886,379,96,0.253,True,4,0
1887,251,100,0.398,True,23,0
1888,393,195,0.496,False,16,0
1889,390,174,0.446,False,17,0
1890,60,48,0.8,False,6,1
1891,396,103,0.26,False,15,0
1892,449,207,0.461,False,7,0
1893,267,95,0.356,True,11,0
1894,494,230,0.466,False,13,0
1895,302,90,0.298,False,18,0
1896,271,59,0.218,True,10,0
1897,432,148,0.343,True,11,0
1898,418,117,0.28,True,12,0
1899,129,53,0.411,True,7,0
1900,56,27,0.482,False,0,0
1901,321,130,0.405,False,8,0
1902,276,128,0.464,False,1,0
1903,65,21,0.323,False,13,0
1904,473,204,0.431,False,12,0
1905,61,27,0.443,False,15,0
1906,340,140,0.412,True,1,0
1907,290,272,0.938,False,3,1
1908,70,27,0.386,False,11,0
1909,227,93,0.41,True,15,0
1910,476,131,0.275,True,9,0
1911,277,122,0.44,False,2,0
1912,322,156,0.484,False,3,0
1913,337,283,0.84,False,5,1
1914,346,141,0.408,False,22,0
1915,183,77,0.421,False,4,0
1916,332,132,0.398,True,17,0
1917,453,164,0.362,True,2,0
1918,202,93,0.46,False,9,0
1919,115,38,0.33,True,10,0
1920,186,40,0.215,True,18,0
1921,141,63,0.447,False,13,0
1922,486,195,0.401,False,20,0
1923,366,166,0.454,True,10,0
1924,471,113,0.24,True,20,0
1925,308,64,0.208,True,3,0
1926,152,73,0.48,False,23,0
1927,104,25,0.24,True,21,0
1928,306,135,0.441,False,5,0
1929,150,67,0.447,False,16,0
1930,247,101,0.409,True,21,0
1931,350,83,0.237,False,18,0
1932,275,110,0.4,False,12,0
1933,480,224,0.467,False,21,0
1934,286,93,0.325,True,9,0
1935,75,24,0.32,False,10,0
1936,170,56,0.329,False,5,0
1937,447,100,0.224,False,1,0
1938,231,108,0.468,True,0,0
1939,248,114,0.46,False,10,0
1940,351,175,0.499,True,15,0
1941,304,114,0.375,True,2,0
1942,171,72,0.421,False,4,0
1943,80,20,0.25,False,14,0
1944,364,145,0.398,False,14,0
1945,334,131,0.392,False,3,0
1946,155,72,0.465,False,22,0
1947,273,122,0.447,True,3,0
1948,322,155,0.481,False,7,0
1949,447,205,0.459,True,6,0
1950,281,129,0.459,True,16,0
1951,469,102,0.217,False,14,0
1952,305,138,0.452,False,4,0
1953,491,187,0.381,False,12,0
1954,73,22,0.301,False,3,0
1955,158,122,0.772,False,21,1
1956,240,96,0.4,True,16,0
1957,396,118,0.298,False,21,0
1958,74,25,0.338,True,16,0
1959,236,95,0.403,True,13,0
1960,337,159,0.472,False,13,0
1961,165,73,0.442,True,16,0
1962,387,129,0.333,True,7,0
1963,415,131,0.316,False,1,0
1964,451,122,0.271,False,12,0
1965,86,26,0.302,False,21,0
1966,331,77,0.233,False,15,0
1967,186,91,0.489,False,15,0
1968,276,102,0.37,False,5,0
1969,369,87,0.236,False,21,0
1970,377,115,0.305,True,23,0
1971,453,164,0.362,True,3,0
1972,231,83,0.359,False,2,0
1973,411,86,0.209,False,5,0
1974,135,65,0.481,False,3,0
1975,463,130,0.281,False,17,0
1976,102,20,0.196,False,5,0
1977,397,88,0.222,False,4,0
1978,404,151,0.374,False,8,0
1979,284,68,0.239,True,10,0
1980,496,105,0.212,False,5,0
1981,316,99,0.313,True,15,0
1982,336,129,0.384,False,18,0
1983,482,112,0.232,False,10,0
1984,149,43,0.289,False,20,0
1985,136,44,0.324,False,14,0
1986,452,112,0.248,False,23,0
1987,445,156,0.351,True,8,0
1988,64,14,0.219,True,23,0
1989,464,99,0.213,False,18,0
1990,476,169,0.355,False,18,0
1991,150,41,0.273,False,23,0
1992,214,48,0.224,True,8,0
1993,78,25,0.321,False,22,0
1994,163,77,0.472,False,3,0
1995,156,65,0.417,False,9,0
1996,459,204,0.444,False,8,0
1997,413,318,0.77,False,18,1
1998,179,88,0.492,False,14,0
1999,133,57,0.429,False,18,0
2000,320,122,0.381,False,1,0
2001,293,90,0.307,True,9,0
2002,437,111,0.254,False,18,0
2003,263,106,0.403,True,16,0
2004,355,176,0.496,True,19,0
2005,215,73,0.34,False,23,0
2006,328,136,0.415,True,20,0
2007,108,37,0.343,False,1,0
2008,139,45,0.324,False,18,0
2009,420,135,0.321,False,16,0
2010,380,133,0.35,False,17,0
2011,461,142,0.308,True,16,0
2012,243,103,0.424,False,1,0
2013,172,79,0.459,True,18,0
2014,185,86,0.465,False,0,0
2015,462,123,0.266,False,10,0
2016,188,88,0.468,True,9,0
2017,278,84,0.302,False,4,0
2018,323,94,0.291,False,15,0
2019,488,203,0.416,False,23,0
2020,99,28,0.283,False,4,0
2021,447,393,0.879,False,23,1
2022,167,52,0.311,False,22,0
2023,251,104,0.414,False,11,0
2024,442,131,0.296,False,3,0
2025,444,172,0.387,True,22,0
2026,240,95,0.396,False,5,0
2027,413,173,0.419,True,18,0
2028,372,311,0.836,False,8,1
2029,230,75,0.326,False,11,0
2030,472,117,0.248,False,14,0
2031,127,37,0.291,False,15,0
2032,489,161,0.329,False,12,0
2033,461,190,0.412,False,20,0
2034,124,95,0.766,False,23,1
2035,344,101,0.294,False,6,0
2036,330,143,0.433,True,22,0
2037,70,28,0.4,False,19,0
2038,443,185,0.418,True,3,0
2039,220,97,0.441,True,10,0
2040,64,27,0.422,False,7,0
2041,260,105,0.404,True,5,0
2042,97,32,0.33,True,9,0
2043,135,66,0.489,False,6,0
2044,198,73,0.369,True,6,0
2045,237,61,0.257,True,3,0
2046,421,121,0.287,True,2,0
2047,355,144,0.406,False,23,0
2048,200,95,0.475,False,6,0
2049,190,48,0.253,False,3,0
2050,118,26,0.22,False,12,0
2051,309,143,0.463,True,19,0
2052,383,181,0.473,False,16,0
2053,58,16,0.276,True,6,0
2054,170,53,0.312,False,16,0
2055,420,167,0.398,False,3,0
2056,468,139,0.297,False,10,0
2057,150,69,0.46,True,2,0
2058,198,45,0.227,True,10,0
2059,491,103,0.21,False,2,0
2060,195,51,0.262,True,11,0
2061,402,114,0.284,False,0,0
2062,292,68,0.233,False,3,0
2063,290,63,0.217,False,13,0
2064,386,164,0.425,True,0,0
2065,92,22,0.239,False,13,0
2066,144,68,0.472,False,12,0
2067,275,85,0.309,False,12,0
2068,55,22,0.4,True,23,0
2069,263,70,0.266,True,14,0
2070,255,69,0.271,True,16,0
2071,116,43,0.371,True,11,0
2072,445,163,0.366,False,21,0
2073,149,64,0.43,False,22,0
2074,61,26,0.426,True,13,0
2075,286,114,0.399,False,11,0
2076,371,124,0.334,True,17,0
2077,307,143,0.466,True,3,0
2078,448,173,0.386,True,13,0
2079,456,409,0.897,False,18,1
2080,462,205,0.444,False,12,0
2081,386,82,0.212,True,22,0
2082,184,54,0.293,False,17,0
2083,271,100,0.369,False,10,0
2084,205,85,0.415,False,5,0
2085,191,69,0.361,True,8,0
2086,477,207,0.434,True,11,0
2087,207,58,0.28,True,18,0
2088,465,118,0.254,False,13,0
2089,375,81,0.216,True,14,0
2090,420,156,0.371,False,10,0
2091,393,159,0.405,False,5,0
2092,311,282,0.907,False,13,1
2093,332,127,0.383,False,2,0
2094,387,83,0.214,True,18,0
2095,393,90,0.229,False,19,0
2096,278,114,0.41,False,10,0
2097,425,131,0.308,False,23,0
2098,329,132,0.401,False,16,0
2099,407,182,0.447,False,16,0
2100,339,154,0.454,True,22,0
2101,217,54,0.249,True,2,0
2102,96,33,0.344,True,13,0
2103,252,105,0.417,True,6,0
2104,263,113,0.43,True,18,0
2105,295,128,0.434,False,2,0
2106,73,19,0.26,False,1,0
2107,370,95,0.257,False,16,0
2108,323,121,0.375,False,8,0
2109,93,39,0.419,False,21,0
2110,381,341,0.895,False,5,1
2111,362,83,0.229,True,23,0
2112,412,170,0.413,False,20,0
2113,205,59,0.288,True,8,0
2114,429,107,0.249,True,4,0
2115,248,60,0.242,True,1,0
2116,456,134,0.294,True,21,0
2117,211,79,0.374,False,14,0
2118,444,136,0.306,False,8,0
2119,283,58,0.205,False,18,0
2120,212,48,0.226,False,9,0
2121,165,47,0.285,True,3,0
2122,142,56,0.394,True,9,0
2123,91,71,0.78,False,7,1
2124,333,122,0.366,True,21,0
2125,428,380,0.888,False,12,1
2126,259,68,0.263,False,6,0
2127,255,64,0.251,False,6,0
2128,269,59,0.219,True,3,0
2129,329,132,0.401,False,14,0
2130,185,62,0.335,False,11,0
2131,155,69,0.445,False,15,0
2132,167,38,0.228,False,5,0
2133,286,69,0.241,False,8,0
2134,358,104,0.291,False,2,0
2135,437,187,0.428,False,7,0
2136,149,43,0.289,True,6,0
2137,310,99,0.319,False,3,0
2138,354,102,0.288,True,12,0
2139,403,90,0.223,True,18,0
2140,335,161,0.481,False,6,0
2141,377,137,0.363,False,9,0
2142,152,66,0.434,True,11,0
2143,112,44,0.393,False,2,0
2144,224,79,0.353,True,23,0
2145,331,75,0.227,False,11,0
2146,490,192,0.392,False,18,0
2147,342,84,0.246,False,14,0
2148,275,89,0.324,False,7,0
2149,56,21,0.375,True,11,0
2150,176,76,0.432,False,19,0
2151,473,191,0.404,True,5,0
2152,141,56,0.397,False,9,0
2153,472,115,0.244,False,1,0
2154,239,72,0.301,False,23,0
2155,408,86,0.211,True,12,0
2156,102,42,0.412,True,6,0
2157,291,141,0.485,True,7,0
2158,181,50,0.276,False,22,0
2159,413,93,0.225,False,15,0
2160,161,55,0.342,True,10,0
2161,458,209,0.456,False,3,0
2162,56,20,0.357,False,16,0
2163,279,59,0.211,True,15,0
2164,205,100,0.488,False,18,0
2165,246,110,0.447,False,22,0
2166,372,279,0.75,False,10,1
2167,413,196,0.475,True,6,0
2168,272,91,0.335,True,12,0
2169,416,129,0.31,True,18,0
2170,299,101,0.338,True,16,0
2171,453,204,0.45,True,21,0
2172,132,52,0.394,False,12,0
2173,289,62,0.215,False,11,0
2174,429,209,0.487,False,6,0
2175,444,108,0.243,True,0,0
2176,409,173,0.423,False,0,0
2177,372,145,0.39,False,19,0
2178,312,79,0.253,False,22,0
2179,456,114,0.25,False,13,0
2180,238,109,0.458,False,14,0
2181,415,135,0.325,False,10,0
2182,339,134,0.395,True,23,0
2183,411,144,0.35,False,8,0
2184,452,189,0.418,True,16,0
2185,107,36,0.336,True,3,0
2186,58,16,0.276,True,19,0
2187,353,109,0.309,True,18,0
2188,164,75,0.457,True,6,0
2189,259,88,0.34,True,0,0
2190,90,23,0.256,True,8,0
2191,353,169,0.479,False,12,0
2192,222,97,0.437,True,23,0
2193,283,61,0.216,False,1,0
2194,330,164,0.497,True,1,0
2195,421,171,0.406,False,23,0
2196,127,31,0.244,False,14,0
2197,157,42,0.268,False,16,0
2198,330,134,0.406,False,12,0
2199,452,196,0.434,True,6,0
2200,88,23,0.261,False,8,0
2201,168,136,0.81,False,11,1
2202,384,112,0.292,False,2,0
2203,385,146,0.379,False,22,0
2204,76,19,0.25,True,21,0
2205,153,35,0.229,False,14,0
2206,123,49,0.398,True,6,0
2207,240,104,0.433,False,22,0
2208,373,130,0.349,True,0,0
2209,196,60,0.306,False,13,0
2210,304,100,0.329,True,18,0
2211,333,105,0.315,True,15,0
2212,262,127,0.485,False,9,0
2213,172,74,0.43,False,0,0
2214,255,211,0.827,False,4,1
2215,466,146,0.313,True,2,0
2216,289,104,0.36,True,16,0
2217,443,170,0.384,False,17,0
2218,388,132,0.34,False,20,0
2219,335,148,0.442,False,18,0
2220,71,30,0.423,False,21,0
2221,308,108,0.351,False,21,0
2222,406,185,0.456,False,17,0
2223,154,65,0.422,False,15,0
2224,481,208,0.432,False,1,0
2225,307,149,0.485,False,14,0
2226,253,70,0.277,False,12,0
2227,359,100,0.279,False,12,0
2228,311,145,0.466,True,15,0
2229,156,67,0.429,True,7,0
2230,300,143,0.477,True,10,0
2231,473,103,0.218,False,7,0
2232,270,104,0.385,True,21,0
2233,428,104,0.243,True,9,0
2234,271,95,0.351,False,22,0
2235,307,75,0.244,False,0,0
2236,250,59,0.236,False,11,0
2237,416,84,0.202,False,8,0
2238,307,119,0.388,False,4,0
2239,398,122,0.307,False,8,0
2240,274,63,0.23,False,15,0
2241,251,74,0.295,False,17,0
2242,275,68,0.247,True,7,0
2243,285,137,0.481,False,22,0
2244,232,212,0.914,False,10,1
2245,249,74,0.297,True,19,0
2246,406,183,0.451,False,18,0
2247,295,116,0.393,True,3,0
2248,493,203,0.412,False,19,0
2249,402,157,0.391,False,9,0
2250,160,77,0.481,False,23,0
2251,55,14,0.255,False,12,0
2252,285,141,0.495,False,19,0
2253,176,79,0.449,True,13,0
2254,153,57,0.373,False,20,0
2255,286,114,0.399,False,1,0
2256,452,178,0.394,False,3,0
2257,204,44,0.216,False,6,0
2258,306,81,0.265,True,18,0
2259,284,138,0.486,True,16,0
2260,338,121,0.358,True,15,0
2261,89,27,0.303,True,12,0
2262,337,144,0.427,False,23,0
2263,246,87,0.354,False,23,0
2264,322,65,0.202,True,21,0
2265,431,181,0.42,False,22,0
2266,313,131,0.419,False,17,0
2267,106,26,0.245,True,20,0
2268,347,168,0.484,True,11,0
2269,147,39,0.265,False,22,0
2270,186,62,0.333,False,0,0
2271,425,99,0.233,False,14,0
2272,136,51,0.375,True,2,0
2273,468,146,0.312,False,5,0
2274,291,89,0.306,True,13,0
2275,248,205,0.827,False,22,1
2276,486,98,0.202,False,5,0
2277,359,157,0.437,True,0,0
2278,133,49,0.368,True,19,0
2279,291,144,0.495,True,5,0
2280,330,124,0.376,True,7,0
2281,372,80,0.215,False,14,0
2282,301,64,0.213,False,13,0
2283,239,111,0.464,True,15,0
2284,488,220,0.451,True,19,0
2285,479,145,0.303,True,22,0
2286,201,77,0.383,False,15,0
2287,351,264,0.752,False,18,1
2288,327,160,0.489,False,23,0
2289,188,91,0.484,True,0,0
2290,225,111,0.493,True,3,0
2291,57,26,0.456,False,23,0
2292,344,162,0.471,False,9,0
2293,284,75,0.264,True,19,0
2294,212,95,0.448,False,17,0
2295,98,40,0.408,False,1,0
2296,351,171,0.487,False,3,0
2297,87,32,0.368,False,14,0
2298,185,41,0.222,False,3,0
2299,359,136,0.379,False,15,0
2300,470,190,0.404,True,14,0
2301,268,71,0.265,False,17,0
2302,397,126,0.317,False,6,0
2303,345,130,0.377,True,14,0
2304,83,25,0.301,True,21,0
2305,401,125,0.312,True,10,0
2306,128,30,0.234,False,18,0
2307,285,137,0.481,False,7,0
2308,432,183,0.424,False,23,0
2309,322,64,0.199,True,0,0
2310,210,90,0.429,False,2,0
2311,224,94,0.42,False,4,0
2312,415,84,0.202,True,17,0
2313,357,110,0.308,False,11,0
2314,423,161,0.381,False,11,0
2315,270,221,0.819,False,20,1
2316,58,25,0.431,False,18,0
2317,338,110,0.325,False,8,0
2318,493,121,0.245,True,10,0
2319,162,79,0.488,False,16,0
2320,254,69,0.272,True,15,0
2321,454,188,0.414,True,3,0
2322,235,57,0.243,True,9,0
2323,390,116,0.297,False,21,0
2324,246,81,0.329,False,14,0
2325,315,81,0.257,True,18,0
2326,311,264,0.849,False,2,1
2327,297,73,0.246,False,20,0
2328,164,60,0.366,False,22,0
2329,170,67,0.394,False,4,0
2330,190,41,0.216,False,10,0
2331,114,52,0.456,False,23,0
2332,325,83,0.255,True,4,0
2333,362,96,0.265,False,6,0
2334,288,114,0.396,True,5,0
2335,351,119,0.339,False,12,0
2336,441,154,0.349,True,1,0
2337,59,14,0.237,False,18,0
2338,418,184,0.44,False,10,0
2339,282,108,0.383,False,19,0
2340,244,58,0.238,True,4,0
2341,444,138,0.311,False,8,0
2342,61,27,0.443,True,5,0
2343,443,164,0.37,True,16,0
2344,458,106,0.231,True,18,0
2345,226,70,0.31,False,22,0
2346,226,61,0.27,False,7,0
2347,266,94,0.353,False,6,0
2348,60,27,0.45,False,4,0
2349,495,163,0.329,False,14,0
2350,167,55,0.329,False,9,0
2351,213,100,0.469,True,23,0
2352,88,32,0.364,True,15,0
2353,102,37,0.363,False,8,0
2354,267,74,0.277,False,6,0
2355,255,97,0.38,False,10,0
2356,361,134,0.371,False,8,0
2357,409,130,0.318,True,16,0
2358,434,215,0.495,True,8,0
2359,105,48,0.457,False,2,0
2360,167,70,0.419,True,21,0
2361,437,157,0.359,True,7,0
2362,302,102,0.338,False,18,0
2363,335,85,0.254,True,19,0
2364,317,92,0.29,False,15,0
2365,340,146,0.429,False,6,0
2366,382,128,0.335,False,6,0
2367,229,106,0.463,True,19,0
2368,464,113,0.244,True,12,0
2369,407,143,0.351,False,2,0
2370,284,111,0.391,True,11,0
2371,392,139,0.355,True,23,0
2372,245,114,0.465,True,7,0
2373,357,177,0.496,True,12,0
2374,129,30,0.233,True,19,0
2375,184,43,0.234,False,15,0
2376,71,16,0.225,True,6,0
2377,380,153,0.403,True,3,0
2378,489,152,0.311,False,11,0
2379,274,115,0.42,False,16,0
2380,107,34,0.318,True,0,0
2381,142,55,0.387,True,16,0
2382,241,103,0.427,False,1,0
2383,152,55,0.362,False,5,0
2384,445,161,0.362,False,11,0
2385,56,12,0.214,False,10,0
2386,177,57,0.322,True,20,0
2387,104,37,0.356,False,10,0
2388,280,94,0.336,True,17,0
2389,411,193,0.47,False,7,0
2390,111,52,0.468,False,6,0
2391,289,129,0.446,False,13,0
2392,139,43,0.309,True,15,0
2393,281,116,0.413,True,11,0
2394,282,89,0.316,False,8,0
2395,403,108,0.268,False,19,0
2396,382,115,0.301,False,22,0
2397,488,107,0.219,True,20,0
2398,424,127,0.3,True,15,0
2399,341,115,0.337,False,20,0
2400,394,191,0.485,True,18,0
2401,201,59,0.294,False,15,0
2402,477,224,0.47,False,8,0
2403,194,52,0.268,False,12,0
2404,179,46,0.257,False,4,0
2405,190,67,0.353,False,21,0
2406,464,186,0.401,True,18,0
2407,142,30,0.211,False,9,0
2408,163,43,0.264,True,6,0
2409,333,312,0.937,False,8,1
2410,493,147,0.298,True,13,0
2411,460,190,0.413,False,14,0
2412,192,67,0.349,True,12,0
2413,272,67,0.246,True,9,0
2414,281,131,0.466,False,13,0
2415,82,23,0.28,True,20,0
2416,325,304,0.935,False,22,1
2417,219,95,0.434,False,11,0
2418,189,92,0.487,True,18,0
2419,406,141,0.347,False,5,0
2420,250,96,0.384,True,11,0
2421,72,21,0.292,True,23,0
2422,273,110,0.403,False,12,0
2423,417,141,0.338,False,7,0
2424,319,105,0.329,True,15,0
2425,396,180,0.455,False,1,0
2426,202,43,0.213,False,21,0
2427,382,177,0.463,False,6,0
2428,134,105,0.784,False,11,1
2429,158,55,0.348,False,6,0
2430,80,27,0.338,False,18,0
2431,278,85,0.306,False,13,0
2432,289,143,0.495,False,8,0
2433,427,336,0.787,False,17,1
2434,412,155,0.376,True,10,0
2435,359,280,0.78,False,15,1
2436,438,210,0.479,True,18,0
2437,190,82,0.432,True,10,0
2438,205,80,0.39,False,17,0
2439,348,81,0.233,True,10,0
2440,394,122,0.31,False,3,0
2441,420,101,0.24,False,17,0
2442,148,68,0.459,True,18,0
2443,96,40,0.417,False,12,0
2444,376,160,0.426,False,3,0
2445,471,186,0.395,False,9,0
2446,116,40,0.345,False,21,0
2447,111,27,0.243,True,4,0
2448,158,47,0.297,False,2,0
2449,216,52,0.241,False,15,0
2450,86,35,0.407,True,7,0
2451,168,41,0.244,False,23,0
2452,135,122,0.904,False,6,1
2453,431,175,0.406,True,18,0
2454,441,148,0.336,True,13,0
2455,101,24,0.238,False,14,0
2456,140,41,0.293,True,16,0
2457,338,100,0.296,False,20,0
2458,386,158,0.409,True,0,0
2459,347,81,0.233,False,5,0
2460,253,113,0.447,True,22,0
2461,417,313,0.751,False,14,1
2462,287,73,0.254,False,11,0
2463,431,179,0.415,False,20,0
2464,204,81,0.397,False,19,0
2465,289,122,0.422,False,1,0
2466,185,47,0.254,True,4,0
2467,456,112,0.246,True,8,0
2468,411,111,0.27,False,19,0
2469,430,133,0.309,False,13,0
2470,418,183,0.438,False,17,0
2471,113,47,0.416,True,21,0
2472,172,133,0.773,False,7,1
2473,303,65,0.215,True,1,0
2474,163,33,0.202,False,8,0
2475,69,28,0.406,False,6,0
2476,65,18,0.277,True,17,0
2477,194,58,0.299,False,15,0
2478,257,93,0.362,True,20,0
2479,68,15,0.221,False,4,0
2480,425,166,0.391,True,22,0
2481,441,131,0.297,False,14,0
2482,215,83,0.386,True,4,0
2483,87,39,0.448,False,10,0
2484,230,57,0.248,False,21,0
2485,398,190,0.477,False,13,0
2486,154,132,0.857,False,18,1
2487,149,71,0.477,False,2,0
2488,139,36,0.259,True,23,0
2489,464,176,0.379,False,9,0
2490,349,112,0.321,True,5,0
2491,493,213,0.432,False,2,0
2492,381,145,0.381,True,1,0
2493,450,156,0.347,True,12,0
2494,128,60,0.469,True,17,0
2495,122,38,0.311,False,1,0
2496,472,125,0.265,True,14,0
2497,475,181,0.381,False,4,0
2498,225,87,0.387,False,14,0
2499,445,355,0.798,False,20,1
2500,145,50,0.345,False,16,0
2501,394,192,0.487,True,1,0
2502,152,63,0.414,False,17,0
2503,451,105,0.233,True,14,0
2504,273,209,0.766,False,19,1
2505,55,27,0.491,True,22,0
2506,171,71,0.415,False,2,0
2507,285,135,0.474,True,4,0
2508,476,138,0.29,False,10,0
2509,165,69,0.418,True,8,0
2510,212,87,0.41,False,4,0
2511,275,79,0.287,True,0,0
2512,279,101,0.362,False,13,0
2513,231,89,0.385,False,4,0
2514,298,102,0.342,False,7,0
2515,367,164,0.447,False,20,0
2516,259,116,0.448,False,13,0
